day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
2024-01-21,New Year Push,Email Marketing,Klaviyo,Resolution Ready,9586,1863,13.940000889507855,645,79,7747.57
2024-01-21,New Year Push,Video Ads,YT,Fresh Start,98317,787,1703.85,28791,11,1180.2500049637365
2024-01-21,New Year Push,Video,YouTube,Countdown Offer,831,91622,1594.45,22736,10,1069.77
2024-01-21,New Year Push,Video,YouTube,Resolution Ready,608,84930,1567.46,23386,7,700.05
2024-01-21,New Year,video,Connected TV,Fresh Start,51289,360,962.8000015184136,15711,6,560.66
2024-01-21,new_year_push,Video,Connected TV,Countdown Offer,45927,364,859.55,9504,4,412.23
2024-01-21,New Year Push,Video,Connected TV,Resolution Ready,350,51402,942.98,15545,7,771.05
2024-01-21,BrandAwareness,Paid Search,GOOGLE,Hero Brand,27984,1353,608.08,372,95.0,10811.99
2024-01-21,Brand Awareness,Paid Search,Google,Our Story,28255,1328,643.75,391,68,7098.89
2024-01-21,Brand Awareness,SEM,Google,Why Choose Us,24620,965,554.67,360,68,7099.89
2024-01-21,BrandAwareness,Paid Search,Bing,Hero Brand,7462,386,171.62,92,16,1639.8500001711907
2024-01-21,Brand Awareness,Paid Search,Bing,Our Story,7772,402,179.19,84,22,2735.64
2024-01-21,Brand Awareness,paid search,Bing,Why Choose Us,8255,382,183.46,85,22,2625.82
2024-01-21,Brand Awareness,Paid Social,Facebook,Hero Brand,895,57075,596.03000079583,2534,23,1860.98
2024-01-21,brand awareness,Paid Social,Facebook,Our Story,926,59023,599.99,2580,27,2279.68
2024-01-21,Brand Awareness,paid social,Facebook,Why Choose Us,54977,1164,529.07,2608,34,2769.84
2024-01-21,Brand Awareness,Paid Social,Instagram,Hero Brand,42738,767,436.1,1523,25,1947.38
2024-01-21,BrandAwareness,Paid Social,Instagram,Our Story,42731,689,437.25,1875,20,1419.86
2024-01-21,Brand Awareness,Paid Social,Instagram,Why Choose Us,43088,685,430.34,1548,22,1890.19
2024-01-21,brand awareness,Paid Social,TikTok,Hero Brand,24715,523,248.33,862,15.0,1410.93
2024-01-21,Brand Awareness,Paid Social,TikTok,Our Story,418,24218,242.85,820,12,893.99
2024-01-21,Brand Awareness,Paid Social,TikTok,Why Choose Us,24758,428,238.44,1059,11,984.5500402663907
2024-01-21,Brand Awareness,Display,Google Display Network,Hero Brand,128413,690,511.47,534,6,457.4
2024-01-21,Brand Awareness,Display,Google Display Network,Our Story,112527,490,437.42,632,6,368.38
2024-01-21,Brand Awareness,Display,Google Display Network,Why Choose Us,124892,641,508.48,776,6,490.37
2024-01-21,Brand Awareness,Display,The Trade Desk,Hero Brand,71339,400,297.5100001624071,284,6,390.48
2024-01-21,Brand Awareness,Display,The Trade Desk,Our Story,64810,380,263.13,339,5,373.71
2024-01-21,Brand Awareness,Display,The Trade Desk,Why Choose Us,70936,295,276.39,352,3,245.46
2024-01-21,Brand Awareness,EMAIL,Mailchimp,Hero Brand,11499,2306,17.580041803010815,1082,106,11023.86
2024-01-21,BrandAwareness,Email,MailChimp,Our Story,12064,2670,17.69,1065,103.0,8760.770078899453
2024-01-21,brand_awareness,Email,Mailchimp,Why Choose Us,9981,2087,15.22,822,62,6082.32
2024-01-21,BrandAwareness,Email,Klaviyo,Hero Brand,1781,9234,14.19,868,60.0,5732.68
2024-01-21,Brand Awareness,EMAIL,Klaviyo,Our Story,9391,1925,14.19,615,59.0,6358.77
2024-01-21,Brand Awareness,Email,Klaviyo,Why Choose Us,9719,1809,15.03,605,78,7569.81
2024-01-21,Brand Awareness,Video,YouTube,Hero Brand,97348,775,1755.5800576815548,25875,13.0,1441.39
2024-01-21,Brand Awareness,VIDEO,YouTube,Our Story,82392,719,1552.1200005507976,25186,9,945.29
2024-01-21,Brand Awareness,Video,YouTube,Why Choose Us,83605,682,1550.11,17301,8,744.09
2024-01-21,brand_awareness,Video,Connected TV,Hero Brand,44799,366,834.72,8767,7,715.32
2024-01-21,brand awareness,Video,Connected TV,Our Story,47167,383,842.47,14705,4,383.59
2024-01-21,brand awareness,video,ConnectedTV,Why Choose Us,53986,434,999.23,14861,6,626.15
2024-01-22,Brand Awareness,Paid Search,Google,Hero Brand,39801,1845,918.1800059378064,442,117,12604.21
2024-01-22,Brand Awareness,PaidSearch,Google,Our Story,34361,1762,736.07,348,96,12458.4
2024-01-22,brand awareness,Paid Search,GOOGLE,Why Choose Us,42194,2012,901.91,470,96,11743.67
2024-01-22,Brand Awareness,SEM,Bing,Hero Brand,9628,403,209.31,138,23,2374.69
2024-01-22,Brand Awareness,Paid Search,Bing,Our Story,10091,451,226.32,123,20,2524.73
2024-01-22,Brand Awareness,Paid Search,Bing,Why Choose Us,591,11998,255.84,134,40,5173.84
2024-01-22,Brand Awareness,Paid Social,Facebook,Hero Brand,876,50153,484.15,2375,21,1477.09
2024-01-22,Brand Awareness,Paid Social,Facebook,Our Story,50138,765,482.56,1533,20,1426.45
2024-01-22,BrandAwareness,PaidSocial,Facebook,Why Choose Us,50567,865,497.25,1703,27,2031.85
2024-01-22,Brand Awareness,paid_social,Instagram,Hero Brand,29677,510,310.68,1059,10,924.71
2024-01-22,Brand Awareness,Paid Social,instagram,Our Story,31016,604,304.16,1367,15,1240.69
2024-01-22,Brand Awareness,Paid Social,IG,Why Choose Us,35251,717,354.3300046335335,1411,23,1699.71
2024-01-22,Brand Awareness,Paid Social,TikTok,Hero Brand,21440,370,211.08,913,12.0,993.35
2024-01-22,Brand Awareness,Paid Social,TikTok,Our Story,401,19804,197.58,612,7,576.34
2024-01-22,Brand Awareness,Paid Social,tiktok,Why Choose Us,276,17763,175.48,754,5,437.73
2024-01-22,BrandAwareness,display,Google Display Network,Hero Brand,789,146894,572.83,774,10,651.55
2024-01-22,Brand Awareness,Display,Google Display Network,Our Story,815,147265,589.19,653,9,733.86
01.22.2024,brand awareness,Display,Google Display Network,Why Choose Us,143947,801,564.57,848,12,839.77
2024-01-22,Brand Awareness,Display,The Trade Desk,Hero Brand,329,77194,295.79,430,5,323.83007032647726
2024-01-22,Brand Awareness,Display,The Trade Desk,Our Story,72241,392,290.5300001107704,359,5,409.9100007031539
2024-01-22,Brand Awareness,Display,TradeDesk,Why Choose Us,79352,398,324.73,392,4,331.02
2024-01-22,Branding,Email,mailchimp,Hero Brand,20248,4554,30.08,1756,238,24533.62
2024-01-22,brand awareness,Email,Mailchimp,Our Story,19474,4387,29.94000027530169,1392,210,22886.85
2024-01-22,Brand Awareness,Email Marketing,MailChimp,Why Choose Us,19960,4765,30.02,1726,213,23298.33
2024-01-22,Brand Awareness,EMAIL,Klaviyo,Hero Brand,15789,3771,23.74,1116,118,12481.45
2024-01-22,Brand Awareness,Email,Klaviyo,Our Story,15204,3712,22.63,1171,144,12220.0
2024-01-22,brand awareness,Email,Klaviyo,Why Choose Us,3183,16661,25.09,1548,103,9292.28
2024-01-22,Brand Awareness,video,YouTube,Hero Brand,95817,687,1765.76,25274,9.0,864.25
2024-01-22,Brand Awareness,Video,YouTube,Our Story,111291,936,2068.4900001811425,21787,14,1478.44
2024-01-22,Brand Awareness,VIDEO,YouTube,Why Choose Us,100528,762,1830.41,23437,11,955.4300007944295
2024-01-22,Brand Awareness,Video,Connected TV,Hero Brand,59367,421,1053.06,12120,6.0,535.76
2024-01-22,brand_awareness,Video,Connected TV,Our Story,54470,381,943.5800029007908,13802,4,427.1700036303137
01/22/2024,brand awareness,video,Connected TV,Why Choose Us,50715,390,894.55,12468,5,557.67
2024-01-23,Brand Awareness,Paid Search,Google,Hero Brand,34514,1552,785.08,344,87,10062.61
2024-01-23,Brand Awareness,Paid Search,Google,Our Story,36804,1918,785.27,373,86,9826.96
2024-01-23,Brand Awareness,Paid Search,Google,Why Choose Us,40321,2122,856.93,411,129,15976.6
2024-01-23,Brand Awareness,Paid Search,BING,Hero Brand,10139,453,224.18,139,31,3465.830000115597
2024-01-23,Brand Awareness,Paid Search,Bing,Our Story,11425,597,251.40000046500845,166,44,5018.87
2024-01-23,Brand Awareness,Paid Search,bing,Why Choose Us,9737,384,203.96,96,23,2931.700004017241
2024-01-23,Brand Awareness,Social,Facebook,Hero Brand,45913,879,451.88,2160,26.0,2090.0
2024-01-23,Brand Awareness,Social,FACEBOOK,Our Story,46536,833,477.5,1545,17,1398.7
2024-01-23,Brand Awareness,Social,FB,Why Choose Us,908,46065,477.43,2183,20,1797.74
2024-01-23,Brand Awareness,Paid Social,Instagram,Hero Brand,31257,604,322.26,1307,15,1112.36
2024-01-23,Brand Awareness,Paid Social,Instagram,Our Story,37679,700,381.86,1238,14,989.01
2024-01-23,BrandAwareness,Social,Instagram,Why Choose Us,782,37662,373.84,1514,15,1064.3
2024-01-23,Brand Awareness,Paid Social,TikTok,Hero Brand,317,18969,192.22,624,7,570.42
2024-01-23,Brand Awareness,Paid Social,Tik Tok,Our Story,368,19446,190.65,653,8,626.68
2024-01-23,Brand Awareness,Paid Social,TikTok,Why Choose Us,19019,320,181.58,556,6,528.13
2024-01-23,Brand Awareness,DISPLAY,google display,Hero Brand,122988,608,512.05,492,5,408.4200004183385
2024-01-23,Brand Awareness,Display,Google Display Network,Our Story,127795,593,490.57,483,7.0,558.73
23-01-2024,Brand Awareness,Display,Google Display Network,Why Choose Us,126769,688,500.05,722,8,553.81
2024-01-23,Brand Awareness,Display,The Trade Desk,Hero Brand,83897,375,331.7,500,3,231.7200004724972
2024-01-23,Brand Awareness,Display,The Trade Desk,Our Story,73599,379,306.53,396,3,229.26
2024-01-23,Brand Awareness,Display,The Trade Desk,Why Choose Us,89247,377,358.65000579861015,411,5,412.88
2024-01-23,Brand Awareness,Email,mail chimp,Hero Brand,17230,3905,24.67,1195,168,14930.620000274479
2024-01-23,brand awareness,Email,mailchimp,Our Story,20236,4790,31.590036708823902,2053,248,23440.04
2024-01-23,Brand Awareness,Email,Mailchimp,Why Choose Us,19525,4706,28.02,1536,248,23835.64
2024-01-23,Branding,EMAIL,Klaviyo,Hero Brand,2923,13441,20.56,897,89.0,8713.62
2024-01-23,Brand Awareness,Email,Klaviyo,Our Story,16256,3651,24.97,1264,170,18132.77
2024-01-23,Branding,Email,Klaviyo,Why Choose Us,16901,3121,25.99,1305,153.0,14251.1
2024-01-23,Brand Awareness,Video,YouTube,Hero Brand,95461,676,1659.88,20907,12,1363.230000321351
2024-01-23,Brand Awareness,Video,YouTube,Our Story,108045,850,1985.21,27896,11,1027.87
2024-01-23,Brand Awareness,vid,YouTube,Why Choose Us,864,106048,1846.08,20898,11,966.86
2024-01-23,Brand Awareness,video,Connected TV,Hero Brand,49792,453,934.55,11239,8,850.86
2024-01-23,Brand Awareness,Video,Connected TV,Our Story,51108,456,923.13,9783,6,631.31
2024-01-23,Branding,Video,Connected TV,Why Choose Us,52676,358,967.6500607441378,13763,6,595.17
2024-01-24,Brand Awareness,SEM,Google,Hero Brand,1688,39183,823.86,544,124,13399.75
2024-01-24,brand awareness,SEM,Google,Our Story,42423,1724,977.32,518,137,17515.15
2024-01-24,Brand Awareness,Paid Search,google,Why Choose Us,40731,1608,918.1,459,108,14158.680000238619
2024-01-24,Brand Awareness,Paid Search,Bing,Hero Brand,11110,520,252.16,114,27,3264.05
2024-01-24,Brand Awareness,Paid Search,Bing,Our Story,11558,580,245.52000065533392,120,40,4533.99
2024-01-24,Brand Awareness,Paid Search,Bing,Why Choose Us,11802,463,251.37,119,34,3637.5100004464734
2024-01-24,Brand Awareness,paid_social,Facebook,Hero Brand,48991,954,497.14,1415,19,1407.37
2024-01-24,Brand Awareness,Social,Facebook,Our Story,47856,894,457.96,1429,19,1749.23
2024-01-24,Brand Awareness,Paid Social,Facebook,Why Choose Us,54647,842,547.93,2312,25,2113.53
2024-01-24,Brand Awareness,Paid Social,instagram,Hero Brand,32769,488,338.3900003290684,1409,13,920.09
2024-01-24,Branding,Paid Social,Instagram,Our Story,485,31719,305.85,1282,8,747.78
2024-01-24,Branding,Paid Social,INSTAGRAM,Why Choose Us,37466,578,383.51,1308,16,1194.83
2024-01-24,Brand Awareness,Paid Social,Tik Tok,Hero Brand,19345,356,192.3700008496003,611,8,588.01
2024-01-24,BrandAwareness,paid social,TikTok,Our Story,17365,334,175.86,535,10,722.29
2024-01-24,Brand Awareness,Paid Social,TIKTOK,Why Choose Us,334,18488,191.1,576,10,702.9
2024-01-24,BrandAwareness,display,Google Display,Hero Brand,130051,567,528.29,561,8,556.08
2024-01-24,Brand Awareness,Display,Google Display,Our Story,806,144572,555.87,603,7,443.78
2024-01-24,Brand Awareness,display ads,Google Display Network,Why Choose Us,146847,696,594.18,594,10.0,810.6900711477896
24-01-2024,Brand Awareness,Display,Trade Desk,Hero Brand,460,88830,343.88,450,5,379.38
2024-01-24,Brand Awareness,Display,The Trade Desk,Our Story,74317,393,291.37002007081105,430,4,253.78
2024-01-24,Brand Awareness,Display,Trade Desk,Why Choose Us,89232,472,372.38,515,6,377.1
2024-01-24,Brand Awareness,Email,Mailchimp,Hero Brand,16370,3973,23.69,1446,148,13741.69
2024-01-24,Brand Awareness,Email,Mailchimp,Our Story,4534,19579,29.31,1258,199,21737.98
2024-01-24,Brand Awareness,EMAIL,Mailchimp,Why Choose Us,17603,3151,27.710004374546656,1213,123,11167.94
2024-01-24,Brand Awareness,Email Marketing,Klaviyo,Hero Brand,14933,3354,22.21,1404,126,13192.41
2024-01-24,Brand Awareness,eMail,KLAVIYO,Our Story,15773,3009,23.47005973630755,1291,128,12407.710080969993
2024-01-24,Brand Awareness,Email,Klaviyo,Why Choose Us,3297,16384,24.77,1290,144,14626.480058070329
2024-01-24,brand awareness,Video,YouTube,Hero Brand,107217,920,1878.8000012618993,20544,19,1657.27
24-01-2024,Brand Awareness,Video,YouTube,Our Story,102605,956,1924.63,20402,13,1464.73
2024-01-24,Brand Awareness,Video,YouTube,Why Choose Us,110094,981,1941.01,23078,19,2212.3200001568584
2024-01-24,Brand Awareness,VIDEO,CTV,Hero Brand,59885,434,1113.27,11879,5,580.69
2024-01-24,Brand Awareness,Video,CTV,Our Story,57152,437,980.01,17961,6,648.98
2024-01-24,BrandAwareness,Video,Connected TV,Why Choose Us,56613,383,1053.42,17110,4,391.51
2024-01-25,brand awareness,Paid Search,Google,Hero Brand,34369,1340,761.35,477,65,6939.26
2024-01-25,Brand Awareness,Paid Search,Google,Our Story,40467,2027,907.95,436,119.0,13356.770004283127
2024-01-25,Brand Awareness,Paid Search,Google,Why Choose Us,40814,2009,878.76,405,153,15519.86
2024-01-25,Branding,Paid Search,Bing,Hero Brand,11433,526,239.22,160,36,4727.14
2024-01-25,BrandAwareness,Paid Search,BING,Our Story,10923,562,250.3800035661006,131,39.0,4496.62
2024-01-25,BrandAwareness,Paid Search,Bing,Why Choose Us,9895,532,218.16,147,25,2695.0
2024-01-25,Brand Awareness,Paid Social,Facebook,Hero Brand,50600,818,489.99,2159,22,1988.94
2024-01-25,Brand Awareness,paid_social,FACEBOOK,Our Story,941,52932,519.4300001005419,2154,29,2138.89
2024-01-25,Brand Awareness,Paid Social,facebook,Why Choose Us,52776,1000,511.65,1612,19,1606.23
2024-01-25,Brand Awareness,Paid Social,Instagram,Hero Brand,36634,547,358.36,1421,10,843.89
2024-01-25,Brand Awareness,Paid Social,INSTAGRAM,Our Story,35903,601,360.89,1458,11,839.54
2024-01-25,Brand Awareness,Paid Social,Instagram,Why Choose Us,37690,694,379.3,1640,13,1006.7
2024-01-25,Brand Awareness,Paid Social,TikTok,Hero Brand,319,21545,212.3600450214585,729,7,521.4600004886768
2024-01-25,Brand Awareness,Social Ads,TIKTOK,Our Story,401,20649,216.27,864,7,558.0300005292889
2024-01-25,Brand Awareness,PaidSocial,TikTok,Why Choose Us,20601,317,212.34,645,8,632.8
2024-01-25,Brand Awareness,Display,Google Display Network,Hero Brand,135360,762,530.08,558,8,642.56
2024-01-25,Brand Awareness,Display,Google Display Network,Our Story,645,119667,497.07000073821223,690,8,622.45
2024-01-25,Brand Awareness,Banner,Google Display Network,Why Choose Us,121824,710,488.09,678,9,731.64
2024-01-25,Brand Awareness,Display,The Trade Desk,Hero Brand,78184,431,307.7,363,6,423.04
2024-01-25,Brand Awareness,Display,TTD,Our Story,88899,488,351.6,379,6,376.92
2024-01-25,Brand Awareness,Display,The Trade Desk,Why Choose Us,74497,389,297.91,429,3.0,240.01
2024-01-25,Brand Awareness,Email,MailChimp,Hero Brand,18836,4623,29.05,1225,146,13232.72
2024-01-25,BrandAwareness,Email,Mailchimp,Our Story,20566,3792,30.17,1571,120.0,10411.27
2024-01-25,Brand Awareness,Email,Mailchimp,Why Choose Us,19841,3803,29.68,1428,195,19564.04
2024-01-25,Brand Awareness,Email,Klaviyo,Hero Brand,13924,2528,21.03,878,129,12015.97
2024-01-25,Brand Awareness,Email,KLAVIYO,Our Story,16545,3996,23.9,1266,202,22021.82
2024-01-25,Brand Awareness,Email,Klaviyo,Why Choose Us,14777,3306,22.18,1068,170,17213.79
2024-01-25,Brand Awareness,Video,YouTube,Hero Brand,104309,877,1922.82,23205,16,1391.09
2024-01-25,BrandAwareness,online video,YouTube,Our Story,813,109964,1911.7,26628,9,887.22
2024-01-25,Branding,Video,YT,Why Choose Us,686,100457,1802.06,27441,13,1312.02
2024-01-25,brand_awareness,Video,Connected TV,Hero Brand,49160,426,921.82,15183,7,649.63
2024-01-25,Brand Awareness,VIDEO,Connected TV,Our Story,52342,391,988.93,13255,7,708.9100006458599
2024-01-25,Brand Awareness,Video Ads,Connected TV,Why Choose Us,51683,344,898.27,12981,5,482.49
2024-01-26,Brand Awareness,Search,Google,Hero Brand,33995,1620,738.94,496,92,10628.38
2024-01-26,Brand Awareness,Paid Search,Google,Our Story,38059,1469,868.11,560,101,11095.11
2024-01-26,Brand Awareness,Paid Search,google,Why Choose Us,39550,1546,832.6200020790126,452,84,10543.02
2024-01-26,Brand Awareness,SEM,Bing Ads,Hero Brand,546,11766,263.24,124,40,4142.9
26-01-2024,Brand Awareness,Paid Search,Bing,Our Story,11844,513,267.16,118,28,3223.81
2024-01-26,BrandAwareness,Paid Search,Microsoft Ads,Why Choose Us,10740,527,228.26,141,29,3620.03
2024-01-26,brand awareness,Paid Social,Facebook,Hero Brand,47974,711,493.32,1911,13,1119.71
2024-01-26,Brand Awareness,Paid Social,Facebook,Our Story,50663,854,531.27,2347,25,2195.58
2024-01-26,Branding,Paid Social,Facebook,Why Choose Us,47115,741,469.2,1474,23,1667.38
2024-01-26,Branding,paid social,Instagram,Hero Brand,37705,655,377.83,1077,16,1442.88
2024-01-26,brand_awareness,Paid Social,instagram,Our Story,30840,544,322.88,936,11,1031.63
2024-01-26,Brand Awareness,Paid Social,Instagram,Why Choose Us,33234,608,321.24,1185,14,1303.800000795579
2024-01-26,Brand Awareness,Paid Social,TikTok,Hero Brand,21717,401,206.62,954,7,642.3
01.26.2024,Brand Awareness,paid social,TikTok,Our Story,19518,397,199.0700696910362,796,10,797.96
2024-01-26,Brand Awareness,Paid Social,TIKTOK,Why Choose Us,343,18816,188.6,809,6,444.15
2024-01-26,Brand Awareness,Display,Google Display Network,Hero Brand,130573,576,527.25,666,6,476.72
2024-01-26,Brand Awareness,Display,Google Display,Our Story,138869,678,543.44,736,10,797.11
2024-01-26,brand_awareness,Display,Google Display Network,Why Choose Us,148652,825,571.05,798,10,700.84
2024-01-26,Brand Awareness,Display,TradeDesk,Hero Brand,81358,443,339.34,325,5,368.7700076956325
2024-01-26,Brand Awareness,Banner,the_trade_desk,Our Story,72294,334,286.88,311,3,208.29
2024-01-26,Brand Awareness,Display,The Trade Desk,Why Choose Us,75478,373,290.5700397452898,465,5.0,350.60000697245914
2024-01-26,Brand Awareness,Email,Mailchimp,Hero Brand,20095,4529,30.87,1242,175,15408.64
2024-01-26,Branding,eMail,MailChimp,Our Story,17691,4222,25.91,1696,208,19457.12
01/26/2024,Brand Awareness,Email,Mailchimp,Why Choose Us,17503,4205,26.03,1087,139,12841.22
2024-01-26,Brand Awareness,Email,Klayvio,Hero Brand,3847,16428,24.89000297968979,1236,206,22699.86
2024-01-26,Brand Awareness,Email,Klaviyo,Our Story,14321,3520,20.82,1259,176,18423.39
2024-01-26,BrandAwareness,Email,KLAVIYO,Why Choose Us,15553,2829,23.65,1579,95,10225.810070733962
2024-01-26,Brand Awareness,video,YouTube,Hero Brand,101983,797,1762.19,29921,12,1272.27
2024-01-26,Branding,online video,YouTube,Our Story,108491,975,1977.7,24348,16,1851.68
2024-01-26,Brand Awareness,Video Ads,YouTube,Why Choose Us,94341,644,1687.51,25607,10,875.51
2024-01-26,Brand Awareness,Video,Connected TV,Hero Brand,57411,528,989.87,13779,9,816.25
